hashtag,day_0_retweets,day_0_followers,day_0_occurences,day_0_weekday,day_0_month,day_0_day,day_0_modehour,day_0_avghour,day_1_retweets,day_1_followers,day_1_occurences,day_1_weekday,day_1_month,day_1_day,day_1_modehour,day_1_avghour,day_2_retweets,day_2_followers,day_2_occurences,day_2_weekday,day_2_month,day_2_day,day_2_modehour,day_2_avghour,day_3_retweets,day_3_followers,day_3_occurences,day_3_weekday,day_3_month,day_3_day,day_3_modehour,day_3_avghour,day_4_retweets,day_4_followers,day_4_occurences,day_4_weekday,day_4_month,day_4_day,day_4_modehour,day_4_avghour,day_5_retweets,day_5_followers,day_5_occurences,day_5_weekday,day_5_month,day_5_day,day_5_modehour,day_5_avghour,ids
tlrp,30078,5708976,399,5,10,13,15,16.595,248843,24865434,2410,6,10,14,3,5.730817088345085,97650,10460429,812,0,10,15,14,9.220172201722017,114233,8849703,983,1,10,16,7,6.959349593495935,42104,2591689,300,2,10,17,14,17.036544850498338,122941,11517723,1022,3,10,18,2,8.379276637341153,2668
svuxx,461,10511,12,5,10,13,1,8.615384615384615,3301,30571,18,6,10,14,0,10.0,24,11049,6,0,10,15,18,11.857142857142858,1095,79521,27,1,10,16,19,14.821428571428571,557,66624,22,2,10,17,2,12.217391304347826,1256,76470,47,3,10,18,16,14.0625,125
CarelessMixtapeOutNow,162489,2204258,707,5,10,13,5,7.6709039548022595,113282,452946,330,6,10,14,10,10.740181268882175,33186,237719,146,0,10,15,12,9.197278911564625,21424,5277,36,1,10,16,18,8.405405405405405,4232,1992,38,2,10,17,12,13.35897435897436,6377,2506,11,3,10,18,0,6.666666666666667,5
UNVEIL,290601803,7052809,11600,5,10,13,23,21.54891819670718,157569059,3727104,6483,6,10,14,23,20.99599012954966,141493189,4832793,7699,0,10,15,17,19.093116883116885,61044978,2113411,3800,1,10,16,23,22.52302025782689,135323127,7167725,11092,2,10,17,22,20.306679888217793,110453744,5005112,6900,3,10,18,20,21.128821909868137,2097
EdoLetsGoFurtherTogether,1340,21692,388,5,10,13,6,9.37789203084833,455,4396,91,6,10,14,5,6.271739130434782,1099,15319,269,0,10,15,20,19.77777777777778,240,4318,92,1,10,16,8,10.698924731182796,57,1726,93,2,10,17,14,16.0,1630,18303,363,3,10,18,18,16.173076923076923,312
달달_짐진러싸불_해명해,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0
Waitforme,1787,69978,95,5,10,13,23,22.697916666666668,6239,122148,191,6,10,14,23,22.630208333333332,5544,148428,174,0,10,15,23,21.125714285714285,13265,144835,288,1,10,16,22,20.775086505190313,9277,146198,298,2,10,17,23,20.906354515050168,14745,306731,492,3,10,18,23,16.49898580121704,391
駒沢,0,2628,6,5,10,13,9,9.714285714285714,5,1852,5,6,10,14,22,13.666666666666666,3,8234,5,0,10,15,0,6.166666666666667,17,3760,10,1,10,16,3,2.272727272727273,6,1615,5,2,10,17,12,7.5,4,8211,7,3,10,18,1,8.25,15
FBICBS,5325,534629,104,5,10,13,4,6.933333333333334,2183,437582,96,6,10,14,22,13.412371134020619,2377,404729,96,0,10,15,20,13.371134020618557,3335,822720,225,1,10,16,19,16.243362831858406,1307,474915,164,2,10,17,22,18.048484848484847,3538,1598241,113,3,10,18,22,13.675438596491228,62
pr4bc,17090,4475607,677,5,10,13,4,11.88495575221239,11837,1648429,506,6,10,14,0,12.499013806706115,8694,3128356,512,0,10,15,5,9.75438596491228,11550,4934597,534,1,10,16,2,10.633644859813083,8226,3400818,520,2,10,17,1,10.566218809980807,6775,2880046,434,3,10,18,2,12.349425287356322,686
SwordandSorcery,566,400390,36,5,10,13,16,14.54054054054054,721,424479,72,6,10,14,15,15.301369863013699,402,233754,32,0,10,15,10,10.333333333333334,414,358191,25,1,10,16,4,10.384615384615385,204,211402,28,2,10,17,7,11.827586206896552,1789,379447,58,3,10,18,15,15.728813559322035,32
Muse,6918,1066692,269,5,10,13,15,12.088888888888889,850,3431538,202,6,10,14,0,11.655172413793103,474,648408,203,0,10,15,16,12.333333333333334,1711,927659,196,1,10,16,16,12.538071065989847,128,742596,94,2,10,17,18,19.147368421052633,155,131657,80,3,10,18,21,19.679012345679013,97
سعد_الفقيه,2979,428422,40,5,10,13,19,19.682926829268293,1817,77207,34,6,10,14,4,10.942857142857143,673,14831,14,0,10,15,7,10.2,57,67099,11,1,10,16,18,16.666666666666668,58683,1182463,215,2,10,17,16,17.21759259259259,16871,243832,63,3,10,18,2,9.734375,44
Qanon,152818,3375793,599,5,10,13,23,22.961666666666666,255125,1772521,496,6,10,14,23,22.953722334004024,201057,5205042,1100,0,10,15,23,22.979109900090826,112201,2115168,491,1,10,16,23,22.953252032520325,57884,1168403,286,2,10,17,23,22.9198606271777,425719,4946388,1091,3,10,18,23,22.97893772893773,191
オナニー動画,49,45578,98,5,10,13,23,21.88888888888889,716,110645,291,6,10,14,21,19.304794520547944,46,45483,99,0,10,15,21,21.75,21,39554,91,1,10,16,22,21.804347826086957,1652,146700,383,2,10,17,21,18.513020833333332,1504,116559,291,3,10,18,22,19.304794520547944,296
allstartrek,97,359376,489,5,10,13,0,2.2244897959183674,16,37366,14,6,10,14,3,11.733333333333333,78,334960,458,0,10,15,2,2.664488017429194,61,339325,615,1,10,16,2,2.2224025974025974,105,482607,556,2,10,17,1,2.1795332136445245,126,286482,470,3,10,18,2,2.267515923566879,435
Educación,15894,5861540,497,5,10,13,19,20.63855421686747,44101,23902110,1294,6,10,14,17,17.552895752895754,33833,23983483,2598,0,10,15,18,15.231627549057329,42958,35762000,2999,1,10,16,18,16.666,290414,31303532,3500,2,10,17,16,16.079405884033132,135733,44184759,4388,3,10,18,14,12.921394395078606,3809
高橋英樹,5761,272032,36,5,10,13,15,11.945945945945946,626,22082,17,6,10,14,2,6.666666666666667,210,16798,13,0,10,15,23,13.285714285714286,585,23709,13,1,10,16,22,11.928571428571429,64523,856618,185,2,10,17,23,16.112903225806452,29009,40020,93,3,10,18,12,13.861702127659575,68
ทีมชงไส้แตก,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0
lpie,166,191126,42,5,10,13,10,9.906976744186046,145,150847,45,6,10,14,16,10.934782608695652,150,159284,49,0,10,15,9,11.66,87,130986,39,1,10,16,9,12.525,81,120506,40,2,10,17,5,11.75609756097561,124,161436,52,3,10,18,11,13.660377358490566,52
ウォーリー木下,33787,2942,23,5,10,13,0,6.083333333333333,5876,726,4,6,10,14,12,10.4,5876,1377,4,0,10,15,7,5.6,7345,373,5,1,10,16,0,7.5,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,2
格安レンタカー,0,2,1,5,10,13,0,5.5,0,0,0,0,0,0,0,0.0,0,438,2,0,10,15,0,2.6666666666666665,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,2,241,2,3,10,18,0,1.3333333333333333,0
유정,225954,116971,293,5,10,13,18,19.731292517006803,1646370,941477,2209,6,10,14,13,10.245701357466062,1121008,1564294,1969,0,10,15,14,12.465989847715736,349872,395832,893,1,10,16,14,17.138702460850112,470247,365866,600,2,10,17,14,17.57071547420965,438189,207044,395,3,10,18,23,19.651515151515152,1526
話し方,4,249555,63,5,10,13,0,9.484375,0,250207,72,6,10,14,0,8.794520547945206,19,248026,69,0,10,15,0,8.028571428571428,32,293115,79,1,10,16,2,9.2125,11,258345,67,2,10,17,7,8.205882352941176,15,277408,76,3,10,18,0,9.467532467532468,68
GameDesign,95867,4368071,942,5,10,13,13,12.32237539766702,3096,496284,56,6,10,14,22,21.92982456140351,6601,481438,81,0,10,15,22,21.524390243902438,67151,2227509,594,1,10,16,16,14.734453781512604,6337,217558,97,2,10,17,21,21.53061224489796,6759,245049,94,3,10,18,21,21.221052631578946,296
FOLOW,216,116291,24,5,10,13,19,14.12,535,5212,12,6,10,14,0,10.076923076923077,19,43096,14,0,10,15,13,14.2,538,71807,19,1,10,16,11,9.85,530,56236,13,2,10,17,8,10.642857142857142,6169,274031,76,3,10,18,9,10.935064935064934,16
NYSE,7097,467621,16,5,10,13,23,21.41176470588235,14148,302555,17,6,10,14,23,21.27777777777778,22,538222,11,0,10,15,23,21.083333333333332,12,258301,10,1,10,16,23,20.90909090909091,5,44706,4,2,10,17,23,18.4,11,10781,9,3,10,18,23,20.7,7
PTNuncaMais,40993,123461,95,5,10,13,23,22.760416666666668,17993,130096,83,6,10,14,23,22.726190476190474,32505,82125,83,0,10,15,23,22.726190476190474,24836,101342,82,1,10,16,23,22.72289156626506,11872,158211,91,2,10,17,23,22.75,9805,144327,96,3,10,18,23,22.762886597938145,94
PHIvsNYG,586453,3524277,591,5,10,13,0,8.625,157672,600948,170,6,10,14,18,13.514619883040936,113556,213088,161,0,10,15,0,7.981481481481482,45045,85613,47,1,10,16,1,7.979166666666667,14930,74853,27,2,10,17,14,11.0,26211,31631,17,3,10,18,3,8.333333333333334,7
Shair,5311,2574522,581,5,10,13,2,7.565292096219931,3344,1452087,387,6,10,14,14,15.420103092783505,11071,3386839,568,0,10,15,7,10.924428822495607,3960,2400272,438,1,10,16,3,8.034168564920273,14738,4487646,834,2,10,17,2,8.158083832335329,7172,3006103,772,3,10,18,4,7.994825355756792,463
Cuéntalo,52346,338642,214,5,10,13,7,10.64186046511628,51422,65862,90,6,10,14,15,13.791208791208792,68997,104704,106,0,10,15,17,13.616822429906541,95291,272681,209,1,10,16,1,11.523809523809524,46419,356767,335,2,10,17,17,15.255952380952381,59920,147679,219,3,10,18,23,13.336363636363636,424
関東・猫の譲渡会・10月13日,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0
girls,58,122072,30,5,10,13,23,22.258064516129032,75,96681,33,6,10,14,23,22.323529411764707,20,145527,19,0,10,15,23,21.85,49,41312,11,1,10,16,23,21.083333333333332,33,108519,26,2,10,17,23,22.14814814814815,641,126781,21,3,10,18,23,21.954545454545453,14
ยำข้นรสจ๊าง,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0
デリヘル,3,107399,90,5,10,13,23,22.747252747252748,4,83980,75,6,10,14,23,22.69736842105263,2,100761,77,0,10,15,23,22.705128205128204,5,126322,80,1,10,16,23,22.71604938271605,1,88579,86,2,10,17,23,22.735632183908045,3,112712,85,3,10,18,23,22.732558139534884,83
esdetwink,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0
NativeTwitter,13785,222510,96,5,10,13,12,13.164948453608247,4821,237853,132,6,10,14,21,14.368421052631579,213092,4498268,1074,0,10,15,21,18.941395348837208,212157,3050358,1281,1,10,16,1,9.974258970358814,43351,1639383,642,2,10,17,2,10.70139968895801,19011,970183,404,3,10,18,0,10.65925925925926,311
小池知事に受けて立って頂いた,4392742,686160,676,5,10,13,0,6.373707533234859,479889,173889,90,6,10,14,0,7.8901098901098905,217285,46895,37,0,10,15,11,7.868421052631579,115528,26540,25,1,10,16,0,5.538461538461538,59243,9140,15,2,10,17,14,11.875,31172,23133,10,3,10,18,6,9.727272727272727,5
네이버휴면아이디판매,0,3553,962,5,10,13,11,11.48078920041537,0,3534,955,6,10,14,2,11.358786610878662,0,4232,950,0,10,15,20,11.690851735015773,0,2580,599,1,10,16,8,13.888333333333334,0,2183,455,2,10,17,5,9.197368421052632,0,292,303,3,10,18,7,9.394736842105264,90
유틸ㅈㅏ료실,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,8,1,0,10,15,0,9.0,99,143,11,1,10,16,11,15.083333333333334,153,255,19,2,10,17,7,8.5,99,131,11,3,10,18,5,6.75,10
தல_அஜித்,617,4994,12,5,10,13,6,6.846153846153846,96,12139,12,6,10,14,16,11.923076923076923,43194,96753,76,0,10,15,15,13.987012987012987,238861,853551,489,1,10,16,11,13.120408163265306,58272,139885,178,2,10,17,3,7.134078212290503,4786,14392,20,3,10,18,4,6.190476190476191,7
ARIES,578653,6281078,885,5,10,13,23,22.437923250564335,1575359,25074885,3300,6,10,14,15,18.304453196001212,206559,8837402,586,0,10,15,23,22.5587734241908,299157,9508366,997,1,10,16,22,22.06312625250501,50653,388719,98,2,10,17,23,22.767676767676768,241245,6131096,894,3,10,18,23,22.220111731843577,598
馬部あるある,39,6680,53,5,10,13,0,10.666666666666666,31,6381,49,6,10,14,1,10.1,31,6339,48,0,10,15,19,10.795918367346939,31,5516,44,1,10,16,5,9.755555555555556,37,6119,49,2,10,17,1,9.5,36,6680,53,3,10,18,19,11.37037037037037,48
centralcoast,117,519865,67,5,10,13,4,8.132352941176471,8,79271,36,6,10,14,20,12.91891891891892,9,57478,33,0,10,15,22,12.852941176470589,60,295963,59,1,10,16,23,11.866666666666667,199,245099,53,2,10,17,23,10.944444444444445,398,585891,77,3,10,18,4,8.974358974358974,51
golazo,190034,197740,167,5,10,13,0,8.654761904761905,20498,25093,57,6,10,14,17,13.39655172413793,11635,6691765,139,0,10,15,13,13.364285714285714,2442,4188794,148,1,10,16,12,13.429530201342281,2681,1695506,139,2,10,17,12,11.035714285714286,2367,759379,35,3,10,18,21,20.75,91
Eleições2018,52371,132150,96,5,10,13,23,22.762886597938145,714157,16550046,1895,6,10,14,21,21.34018987341772,143885,8348146,898,0,10,15,23,22.56840934371524,163758,29143187,1496,1,10,16,22,22.343353373413493,188232,4184029,496,2,10,17,23,22.953722334004024,107614,32009474,499,3,10,18,23,22.954,3397
YoSoyGroot,0,367,1,5,10,13,0,10.0,2,454,4,6,10,14,0,9.4,0,0,0,0,0,0,0,0.0,0,1363,3,1,10,16,0,15.25,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,1
كلنا_للنصر_عاشقين1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0
DogsOfInstagram,38,120654,97,5,10,13,23,22.418367346938776,1836,3945986,1669,6,10,14,17,13.248502994011975,210,461207,300,0,10,15,20,21.14950166112957,2157,3949620,1504,1,10,16,16,12.813953488372093,6027,3321626,1538,2,10,17,19,12.774528914879792,6439,4097589,1523,3,10,18,16,12.743438320209973,1611
DKKK,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0
BrunoMars,8340,1576281,384,5,10,13,4,10.885714285714286,506,148264,99,6,10,14,19,20.7,5657,818724,518,0,10,15,1,9.136801541425818,1520,348270,197,1,10,16,18,17.247474747474747,947,140887,88,2,10,17,19,19.146067415730336,4380,3599747,289,3,10,18,23,16.73448275862069,3549
ForaNadja,2716,67602,71,5,10,13,2,9.305555555555555,5236,55344,68,6,10,14,23,15.869565217391305,4566,82242,130,0,10,15,1,7.961832061068702,28574,267810,360,1,10,16,2,4.570637119113574,3401,94897,138,2,10,17,2,5.194244604316546,121,10846,34,3,10,18,1,7.857142857142857,105
LitCon,1,64,1,5,10,13,0,6.5,0,64,1,6,10,14,0,7.5,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0
世界史好きにしか正解できないクイズ,0,714,3,5,10,13,13,7.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,30,1,2,10,17,0,11.0,0,0,0,0,0,0,0,0.0,1
Luanetes,1314,315083,92,5,10,13,23,22.580645161290324,2758,284959,79,6,10,14,23,22.7125,2250,306637,93,0,10,15,23,22.53191489361702,600,470025,66,1,10,16,23,22.65671641791045,1830,225442,69,2,10,17,23,22.185714285714287,4550,309783,97,3,10,18,22,21.785714285714285,95
태용,857283,780655,997,5,10,13,23,21.128256513026052,1474301,387487,1100,6,10,14,23,22.58219800181653,1317632,471386,990,0,10,15,22,21.714429868819373,367646,91988,197,1,10,16,23,22.883838383838384,133131,47835,99,2,10,17,23,22.77,1081576,813017,1493,3,10,18,23,22.984605087014724,1599
DNRCREW,496,972787,185,5,10,13,23,20.983870967741936,241,390790,94,6,10,14,19,20.642105263157895,121,570791,85,0,10,15,21,20.709302325581394,151,490941,81,1,10,16,20,20.865853658536587,188,401649,84,2,10,17,21,20.905882352941177,181,468670,84,3,10,18,20,20.823529411764707,77
What,581172,3838053,1186,5,10,13,5,10.224094355518114,110024,1074237,468,6,10,14,14,16.590618336886994,115935,2695255,669,0,10,15,14,11.740298507462686,287109,2523296,1080,1,10,16,11,11.26086956521739,372862,2273787,1166,2,10,17,5,10.730934018851757,584612,4361162,1708,3,10,18,13,12.996489174956114,295
theangrymobvotes,2,159,1,5,10,13,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0
コンパスお絵かき,524116,211581,671,5,10,13,9,8.358630952380953,103848,106191,381,6,10,14,11,13.361256544502618,65720,85661,292,0,10,15,8,12.249146757679181,20516,23890,99,1,10,16,22,20.41,1399233,427431,1223,2,10,17,13,13.901143790849673,730987,247229,825,3,10,18,13,9.610169491525424,546
lunghealth,59,114972,10,5,10,13,16,14.090909090909092,3,35691,4,6,10,14,0,5.0,32,31360,12,0,10,15,18,14.615384615384615,18,12331,14,1,10,16,18,14.066666666666666,23,11024,12,2,10,17,15,13.538461538461538,40,24076,18,3,10,18,3,10.263157894736842,23
네이버아이디판매,0,500,300,5,10,13,21,21.58139534883721,0,2076,398,6,10,14,20,21.13032581453634,0,1781,297,0,10,15,22,21.684563758389263,0,7070,1095,1,10,16,8,15.25,0,174,198,2,10,17,19,20.407035175879397,0,179,196,3,10,18,15,17.294416243654823,92
태태,65975797,32023018,15700,5,10,13,23,22.053818228138336,69161479,7350932,9597,6,10,14,16,19.3091269014378,34852637,3545111,5399,0,10,15,23,18.924629629629628,11156628,1804459,2998,1,10,16,23,22.99233077692564,149591681,17677095,18000,2,10,17,23,22.174656963502027,15944889,628567,1894,3,10,18,23,22.49868073878628,16100
orapri,1030,27307,68,5,10,13,3,4.942028985507246,112,4593,7,6,10,14,3,8.375,6,1656,2,0,10,15,21,14.0,553,9516,11,1,10,16,23,20.833333333333332,2145,21631,39,2,10,17,0,1.35,76,76,2,3,10,18,0,1.0,35
municpalBonds,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0
バビ,53791,16345,92,5,10,13,23,22.752688172043012,464879,699436,596,6,10,14,23,21.20938023450586,345903,219776,498,0,10,15,23,19.715430861723448,627855,277779,595,1,10,16,23,21.644295302013422,105443,31720,90,2,10,17,23,22.747252747252748,871527,412351,795,3,10,18,23,20.935929648241206,1097
線画を置いといたらフォロワーさんが塗ってくれるかもしれない,42,10242,28,5,10,13,14,10.689655172413794,139,15400,41,6,10,14,9,9.833333333333334,413,14143,53,0,10,15,10,10.61111111111111,135,6955,18,1,10,16,9,8.421052631578947,84,7473,20,2,10,17,13,10.619047619047619,121,3777,17,3,10,18,9,10.5,46
反逆bot,0,672,7,5,10,13,14,9.625,0,672,7,6,10,14,14,9.625,0,672,7,0,10,15,14,9.625,0,672,7,1,10,16,14,9.625,0,672,7,2,10,17,14,9.625,0,672,7,3,10,18,14,9.625,7
sabiasque,98733,58015815,2799,5,10,13,17,14.666071428571428,20598,13237113,699,6,10,14,19,20.685714285714287,2658,281014,90,0,10,15,23,22.747252747252748,251477,58566888,3696,1,10,16,17,16.708682715715444,4154,2026278,98,2,10,17,23,22.767676767676768,82995,47675631,2790,3,10,18,16,17.621999283410965,1200
ThePeoplesCouch,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,15,1,0,10,15,0,0.5,1,10119,3,1,10,16,0,12.5,0,0,0,0,0,0,0,0.0,0,523,1,3,10,18,0,2.5,1
女子会,129,95518,54,5,10,13,23,20.90909090909091,136,100004,56,6,10,14,22,20.75438596491228,239,150649,61,0,10,15,23,21.370967741935484,65,31481,53,1,10,16,23,20.685185185185187,810,78916,69,2,10,17,23,21.042857142857144,501,71363,61,3,10,18,22,21.241935483870968,47
김동한,286280,134465,291,5,10,13,17,18.948630136986303,791217,128347,297,6,10,14,23,20.34228187919463,504271,443903,495,0,10,15,22,21.20967741935484,3875991,1000542,1999,1,10,16,23,19.893,69976,73060,91,2,10,17,23,22.75,315282,504293,689,3,10,18,23,22.966666666666665,992
Str8,0,0,0,0,0,0,0,0.0,0,3127,1,6,10,14,0,10.5,0,3127,1,0,10,15,0,10.5,0,265,1,1,10,16,0,11.0,1,204,1,2,10,17,0,11.5,0,2453,1,3,10,18,0,11.5,0
会社の評判,13,7338042,1132,5,10,13,3,9.477493380406003,3,7309945,1124,6,10,14,0,9.468444444444444,5,7314248,1125,0,10,15,10,9.513321492007105,4,7296167,1122,1,10,16,0,9.471950133570793,4,7403345,1127,2,10,17,0,9.51418439716312,5,7357384,1131,3,10,18,4,9.484982332155477,1128
بيشه,86132,658797,54,5,10,13,23,22.563636363636363,11256,199295,13,6,10,14,23,21.0,7,12303,1,0,10,15,0,10.5,2529,4452,7,1,10,16,23,19.75,56,52522,6,2,10,17,22,19.0,2963,90144,31,3,10,18,18,19.625,95
France,7099,240014,94,5,10,13,23,22.757894736842104,5709,145579,87,6,10,14,23,22.738636363636363,6750,787751,78,0,10,15,23,22.70886075949367,4420,637481,94,1,10,16,23,22.757894736842104,6323,978665,99,2,10,17,23,22.77,6162,234285,92,3,10,18,23,22.752688172043012,83
NDTVNewsBeeps,1081,77060056,76,5,10,13,19,15.493506493506494,569,120898924,77,6,10,14,18,14.871794871794872,723,88347787,77,0,10,15,18,14.64102564102564,589,176173730,83,1,10,16,7,12.345238095238095,818,65933706,80,2,10,17,9,10.679012345679013,361,87899168,70,3,10,18,5,10.47887323943662,183
BelajarAgamaIslam,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,104,1,3,10,18,0,0.5,0
نمل,0,0,0,0,0,0,0,0.0,4620,692480,21,6,10,14,22,20.772727272727273,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,1,487,1,2,10,17,0,11.5,2775,147981,15,3,10,18,23,20.625,0
몬쓰데이,0,0,0,0,0,0,0,0.0,3542,18,1,6,10,14,0,8.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,1986,248,1,2,10,17,0,7.0,0,0,0,0,0,0,0,0.0,0
김태형,23166225,7209219,2990,5,10,13,23,22.74791039786025,41366161,2263727,4298,6,10,14,16,18.71574784833682,18368683,2109968,3495,0,10,15,17,19.32608695652174,1460517,98538,197,1,10,16,23,22.883838383838384,15055233,981082,1499,2,10,17,23,22.984666666666666,6275131,411128,1096,3,10,18,23,22.77757520510483,399
stlblues,18716,9833566,770,5,10,13,16,14.01556420233463,12563,24111150,1500,6,10,14,3,12.730846102598267,33386,21233330,2055,0,10,15,1,4.28647859922179,5576,6670562,425,1,10,16,16,15.136150234741784,12944,23373612,1262,2,10,17,23,18.779889152810767,28061,21510996,2572,3,10,18,1,4.635833657209483,355
streamys,747883,542066,670,5,10,13,22,13.754098360655737,1640400,499607,990,6,10,14,22,13.545913218970737,2123701,3426283,1205,0,10,15,22,14.198175787728026,7433704,13894417,3068,1,10,16,20,14.939068100358423,12135548,30022466,4766,2,10,17,20,14.363331235577931,318566,663463,200,3,10,18,23,22.238805970149254,5329
Presspreview,780,6194,6,5,10,13,0,7.714285714285714,139,6,1,6,10,14,0,2.5,655,983,2,0,10,15,0,7.333333333333333,2,1078,4,1,10,16,0,9.4,0,9928,3,2,10,17,21,16.25,261,973,4,3,10,18,3,5.8,0
jilsander,7619,9885,28,5,10,13,0,6.448275862068965,4165,37013,16,6,10,14,3,8.882352941176471,1069,2027,6,0,10,15,3,6.0,16,8980,13,1,10,16,6,10.928571428571429,0,7630,2,2,10,17,0,8.666666666666666,41,10749,8,3,10,18,14,9.88888888888889,12
creativewriting,451,636614,98,5,10,13,18,19.01010101010101,570,981624,190,6,10,14,20,15.261780104712042,1173,1880778,311,0,10,15,16,14.044871794871796,614,1215066,299,1,10,16,13,12.576666666666666,793,1743007,333,2,10,17,12,12.449101796407186,1165,2278864,365,3,10,18,16,11.926229508196721,96
GreysAnantomy,860,72553,84,5,10,13,5,9.270588235294118,1532,91067,92,6,10,14,16,14.24731182795699,835,104488,47,0,10,15,22,14.666666666666666,530,431314,69,1,10,16,14,11.028571428571428,343,32498,73,2,10,17,2,10.135135135135135,50,29017,68,3,10,18,3,13.782608695652174,81
SDV,281,695373,93,5,10,13,23,22.27659574468085,25606,866677,99,6,10,14,23,22.77,40058,165273,90,0,10,15,23,22.747252747252748,22963,508909,93,1,10,16,23,22.75531914893617,12184,156243,93,2,10,17,23,22.73404255319149,4696,652192,89,3,10,18,22,22.233333333333334,86
musicshower,308,47712,33,5,10,13,0,4.5588235294117645,19,18423,12,6,10,14,23,13.153846153846153,87,76872,104,0,10,15,4,4.714285714285714,53,67167,135,1,10,16,4,4.272058823529412,103,61202,107,2,10,17,4,4.055555555555555,39,81692,170,3,10,18,4,3.7953216374269005,251
オフクワケ,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,2,3218,3,3,10,18,2,1.5,0
index_update_mp4,0,4,1,5,10,13,0,1.5,0,4,1,6,10,14,0,1.5,0,4,1,0,10,15,0,1.5,0,4,1,1,10,16,0,1.5,0,4,1,2,10,17,0,1.5,0,4,1,3,10,18,0,1.5,1
GymRat,98,293094,148,5,10,13,13,12.25503355704698,116,144689,123,6,10,14,16,13.758064516129032,398,205019,129,0,10,15,12,11.976923076923077,134,172769,156,1,10,16,22,13.070063694267516,148,505258,181,2,10,17,12,11.967032967032967,184,215224,92,3,10,18,18,18.526881720430108,83
PADMAN,38765,238025,95,5,10,13,12,13.71875,45823,125993,99,6,10,14,7,10.72,31423,117696,69,0,10,15,14,10.32857142857143,31216,84905,85,1,10,16,10,9.30232558139535,18940,48999,41,2,10,17,13,13.380952380952381,27030,177629,91,3,10,18,17,13.282608695652174,65
soltaputaria,456,19678,35,5,10,13,13,9.63888888888889,594,65218,41,6,10,14,1,3.119047619047619,29900,773650,1948,0,10,15,23,22.8178553104156,15202,411590,1100,1,10,16,23,22.979109900090826,17273,415334,1354,2,10,17,10,8.47380073800738,891,25047,83,3,10,18,23,22.726190476190474,999
startup,12357,4539291,291,5,10,13,23,22.886986301369863,4701,2448100,195,6,10,14,23,22.882653061224488,18990,6517039,789,0,10,15,22,22.416455696202533,13275,650164,91,1,10,16,23,22.75,828,1918282,99,2,10,17,23,22.77,1943,814934,93,3,10,18,23,22.75531914893617,299
