hashtag,day_0_retweets,day_0_followers,day_0_occurences,day_0_weekday,day_0_month,day_0_day,day_0_modehour,day_0_avghour,day_1_retweets,day_1_followers,day_1_occurences,day_1_weekday,day_1_month,day_1_day,day_1_modehour,day_1_avghour,day_2_retweets,day_2_followers,day_2_occurences,day_2_weekday,day_2_month,day_2_day,day_2_modehour,day_2_avghour,day_3_retweets,day_3_followers,day_3_occurences,day_3_weekday,day_3_month,day_3_day,day_3_modehour,day_3_avghour,day_4_retweets,day_4_followers,day_4_occurences,day_4_weekday,day_4_month,day_4_day,day_4_modehour,day_4_avghour,day_5_retweets,day_5_followers,day_5_occurences,day_5_weekday,day_5_month,day_5_day,day_5_modehour,day_5_avghour,ids
スパイダーマン,481666,34630,98,5,10,13,14,16.454545454545453,2260400,389281,531,6,10,14,3,8.63345864661654,447834,330527,193,0,10,15,22,22.170103092783506,231275,103570,98,1,10,16,23,22.767676767676768,627273,569304,398,2,10,17,10,12.581453634085213,116703,71465,99,3,10,18,16,19.2,1397
Tijuana,4435,4237286,77,5,10,13,23,22.384615384615383,8009,149482,89,6,10,14,22,20.92222222222222,1660,330521,93,0,10,15,22,21.404255319148938,23002,954488,298,1,10,16,23,20.39464882943144,5026,1180926,99,2,10,17,22,22.02,15691,1394789,394,3,10,18,15,18.878481012658227,94
長瀞秋の七草寺,1,743,1,5,10,13,0,11.5,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0
สาวน้อยในตะเกียงแก้ว,14068,15657,83,5,10,13,6,9.214285714285714,7430,32159,67,6,10,14,9,9.014705882352942,5331,1762,13,0,10,15,0,11.071428571428571,9440,10702,55,1,10,16,16,11.571428571428571,9372,67902,98,2,10,17,14,14.929292929292929,66170,175957,203,3,10,18,15,12.96078431372549,47
GNCD,15048,64200,185,5,10,13,9,9.317204301075268,221231,737305,2197,6,10,14,14,15.314376706096452,146258,334484,1193,0,10,15,14,15.38860971524288,42998,112742,490,1,10,16,15,16.33604887983707,110912,346039,1201,2,10,17,13,9.252911813643927,33487,156191,447,3,10,18,14,10.611607142857142,580
wip,83209,4833757,1497,5,10,13,14,16.327770360480642,21303,3284492,997,6,10,14,15,18.493987975951903,8279,1905768,699,0,10,15,20,19.951428571428572,4505,588488,292,1,10,16,22,21.897610921501705,8691,69188,98,2,10,17,23,22.767676767676768,103131,5757264,1894,3,10,18,19,15.94406332453826,196
healthyfood,217,259667,90,5,10,13,23,21.857142857142858,12697,2359193,789,6,10,14,16,14.977215189873418,256,179305,99,0,10,15,23,22.12,10257,2688095,897,1,10,16,16,16.070155902004455,1647,675915,98,2,10,17,23,21.98989898989899,6939,1717128,599,3,10,18,16,17.543333333333333,299
listenlive,8,304690,51,5,10,13,23,22.557692307692307,54,328452,50,6,10,14,23,22.54901960784314,1,317560,43,0,10,15,23,22.477272727272727,2,343738,51,1,10,16,23,22.557692307692307,9,324779,45,2,10,17,23,22.5,6,359139,53,3,10,18,23,22.574074074074073,47
saflorapresent,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0
minne_fav,1465,121138,100,5,10,13,23,22.306930693069308,7352,646413,498,6,10,14,13,13.723446893787575,5354,413963,292,0,10,15,12,16.225255972696246,16146,1348852,998,1,10,16,6,9.936936936936936,9904,1073870,797,2,10,17,12,12.19548872180451,2414,236107,198,3,10,18,13,16.959798994974875,840
PaseDeListaDel1al43,9770,204900,69,5,10,13,0,6.7,2293,51431,34,6,10,14,2,6.285714285714286,237372,1186152,497,0,10,15,4,12.485943775100402,106762,5127969,543,1,10,16,2,5.360294117647059,9378,822811,191,2,10,17,3,7.151041666666667,116405,779293,492,3,10,18,3,10.967545638945234,527
WaysICouldBeABetterPerson,0,0,0,0,0,0,0,0.0,40,39322,1,6,10,14,0,8.0,0,0,0,0,0,0,0,0.0,40,645,1,1,10,16,0,8.5,0,0,0,0,0,0,0,0.0,40,4794,1,3,10,18,0,2.5,0
ネコ,1967092,49304,98,5,10,13,23,22.767676767676768,683110,71798,91,6,10,14,23,22.75,363074,72033,82,0,10,15,23,22.72289156626506,227825,58574,84,1,10,16,23,22.729411764705883,133547,108175,94,2,10,17,23,22.757894736842104,109772,76379,82,3,10,18,23,22.72289156626506,85
ハリケーン,4671,1057569,65,5,10,13,6,8.545454545454545,1802,1850199,27,6,10,14,0,6.464285714285714,116,128926,22,0,10,15,3,8.782608695652174,157,6289,6,1,10,16,0,9.285714285714286,74,48770,15,2,10,17,20,15.4375,150,45396,19,3,10,18,5,5.35,5
Sony,62957,488906,197,5,10,13,23,22.227272727272727,7161,216227,97,6,10,14,23,22.591836734693878,39891,1285030,299,0,10,15,22,22.19,6362,489346,97,1,10,16,23,22.76530612244898,25479,1678162,389,2,10,17,22,21.120512820512822,4188,165307,97,3,10,18,23,22.448979591836736,180
ACUARIO,2767865,21560238,3750,5,10,13,13,12.12929885363903,1065160,14805956,1597,6,10,14,15,18.618272841051315,2044477,19398434,2800,0,10,15,16,16.40949660835416,1045043,7986811,1693,1,10,16,22,18.765643447461628,2044332,23689766,2963,2,10,17,22,15.341430499325236,3318406,22286827,3920,3,10,18,23,13.140780413159908,4829
PersebayaDay,35931,36706945,792,5,10,13,11,11.253467843631778,7285,47798,92,6,10,14,3,7.311827956989247,1816,153210,44,0,10,15,12,10.577777777777778,124,3359,8,1,10,16,6,8.11111111111111,127,185921,8,2,10,17,7,8.555555555555555,522,132471,20,3,10,18,12,10.19047619047619,54
anal,321,10042,6,5,10,13,23,19.714285714285715,25,14620,9,6,10,14,23,20.7,848,90,3,0,10,15,23,17.25,34,98021,6,1,10,16,23,19.714285714285715,5,2596,3,2,10,17,23,17.25,1588,11546,11,3,10,18,23,21.083333333333332,8
octubre,2031,1891877,295,5,10,13,22,21.027027027027028,4240,662778,98,6,10,14,23,22.292929292929294,7937,2457514,596,0,10,15,19,20.452261306532662,10995,8814414,896,1,10,16,18,19.645484949832777,918,326493,89,2,10,17,23,22.633333333333333,2183,4395888,300,3,10,18,21,21.674418604651162,99
Johnny,77918,43340,60,5,10,13,23,22.62295081967213,338248,174826,497,6,10,14,22,22.38152610441767,103394,48817,99,0,10,15,23,22.77,98693,21239,82,1,10,16,23,22.72289156626506,93357,39867,53,2,10,17,23,22.574074074074073,330172,182148,296,3,10,18,23,22.922558922558924,191
BTSV,76734,184351,493,5,10,13,23,22.329959514170042,14982,35537,94,6,10,14,23,22.757894736842104,374174,788658,1590,0,10,15,13,17.269641734758014,13691,64976,98,1,10,16,23,22.767676767676768,51189,145988,395,2,10,17,23,22.507575757575758,111196,264077,598,3,10,18,23,20.497495826377296,1598
putinovia,3,3183,3,5,10,13,0,15.0,0,1040,2,6,10,14,0,15.0,249,14363,6,0,10,15,16,15.428571428571429,27,10687,4,1,10,16,21,16.2,0,37,1,2,10,17,0,11.0,7,1519,5,3,10,18,16,13.333333333333334,3
大阪,4471,163687,98,5,10,13,23,22.767676767676768,13782,353426,290,6,10,14,23,22.621993127147768,12132,159171,92,0,10,15,23,22.752688172043012,43205,985655,594,1,10,16,23,22.242016806722688,15652,1047741,582,2,10,17,23,21.9811320754717,9853,543433,396,3,10,18,23,22.47103274559194,194
송민호,40654,236214,98,5,10,13,23,22.767676767676768,139355,513475,399,6,10,14,23,22.9425,567055,502647,994,0,10,15,16,18.738693467336685,1035486,1297739,1594,1,10,16,15,16.950470219435736,485265,941463,894,2,10,17,23,21.34748603351955,42526,186370,93,3,10,18,23,22.75531914893617,291
acrostic,507,192687,76,5,10,13,7,11.584415584415584,262,130687,60,6,10,14,5,10.655737704918034,276,140661,48,0,10,15,5,10.10204081632653,110,98454,34,1,10,16,5,9.857142857142858,128,67124,32,2,10,17,5,10.06060606060606,290,76720,36,3,10,18,6,11.675675675675675,54
소셜그래프게임,0,27,8,5,10,13,23,20.444444444444443,6,65,19,6,10,14,23,21.45,0,255,35,0,10,15,18,19.47222222222222,7,275,41,1,10,16,18,19.523809523809526,8,367,50,2,10,17,22,19.58823529411765,4,453,55,3,10,18,15,18.607142857142858,54
allmight,20476,48111,97,5,10,13,20,12.204081632653061,10731,16843,96,6,10,14,18,19.608247422680414,9758,37639,84,0,10,15,23,21.50588235294118,18976,70351,196,1,10,16,4,11.751269035532994,10701,46723,128,2,10,17,0,10.806201550387597,16555,31462,85,3,10,18,14,12.186046511627907,96
安齋らら,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,8,1,2,10,17,0,11.0,0,0,0,0,0,0,0,0.0,1
TheBingeworthyShow,29050,12307,69,5,10,13,23,22.67142857142857,35425,27580,75,6,10,14,23,22.69736842105263,53293,7805,65,0,10,15,23,22.651515151515152,29480,55063,86,1,10,16,23,22.735632183908045,52919,58819,90,2,10,17,23,22.747252747252748,22664,41697,89,3,10,18,23,22.744444444444444,90
Chinmayi,116483,3676708,500,5,10,13,16,17.461077844311376,232667,20321477,1557,6,10,14,9,10.137355584082156,60368,15137384,699,0,10,15,5,8.398571428571428,21485,6814638,433,1,10,16,17,10.502304147465438,10858,3045522,200,2,10,17,3,9.557213930348258,3992,4408268,101,3,10,18,15,9.647058823529411,82
キッズランド,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,14,1,1,10,16,0,4.0,0,11,1,2,10,17,0,2.0,0,0,0,0,0,0,0,0.0,0
コスプレ,10686,23146,91,5,10,13,23,22.75,1429,26757,77,6,10,14,23,22.705128205128204,2444,78973,90,0,10,15,23,22.747252747252748,14591,25780,80,1,10,16,23,22.71604938271605,1682,23623,87,2,10,17,23,22.738636363636363,20350,46379,91,3,10,18,23,22.75,96
心斎橋,835,159489,97,5,10,13,11,16.540816326530614,825,180018,97,6,10,14,13,15.591836734693878,458,169636,97,0,10,15,13,15.16326530612245,527,271459,283,1,10,16,11,9.890845070422536,673,304383,261,2,10,17,9,9.16793893129771,917,393021,297,3,10,18,4,10.187919463087248,96
溝口琢矢,4666,7053,19,5,10,13,2,6.05,2071,5109,25,6,10,14,13,12.884615384615385,16728,59621,138,0,10,15,10,10.151079136690647,2894,48861,34,1,10,16,13,11.028571428571428,744,303,3,2,10,17,0,10.25,6948,72650,89,3,10,18,8,10.144444444444444,212
G1,1154622,280774042,2495,5,10,13,18,20.272035256410255,854809,82457403,999,6,10,14,22,22.134,242130,159099218,997,0,10,15,22,22.12124248496994,24833,39574014,95,1,10,16,23,22.760416666666668,52960,188691113,596,2,10,17,22,22.018425460636514,537390,212630164,1466,3,10,18,23,22.227675528289026,3398
사전투표인증,23414774,17808,58,5,10,13,11,10.542372881355933,36736973,51559,91,6,10,14,18,11.706521739130435,25836992,51790,64,0,10,15,2,10.815384615384616,18974041,22635,47,1,10,16,6,11.645833333333334,18974041,68824,47,2,10,17,18,14.229166666666666,35525864,94911,88,3,10,18,6,8.573033707865168,45
ส้มส้มมะลิ,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0
ElBandometro,23,19298,21,5,10,13,1,9.318181818181818,8,12422,13,6,10,14,22,13.785714285714286,30,927983,45,0,10,15,15,16.369565217391305,11,19848,42,1,10,16,1,12.511627906976743,4,21213,36,2,10,17,1,10.945945945945946,0,14629,31,3,10,18,1,10.40625,37
Days,3190,255578,91,5,10,13,23,22.75,2724,180251,199,6,10,14,22,22.385,4843,178583,195,0,10,15,23,22.882653061224488,2034,142679,193,1,10,16,23,22.824742268041238,7738,1237733,797,2,10,17,23,22.36967418546366,3682,833924,296,3,10,18,23,22.42760942760943,75
Terbaru,17351,723274,180,5,10,13,10,6.773480662983426,355187,1687539,586,6,10,14,9,10.952299829642248,83824,845182,319,0,10,15,2,7.1875,28405,765803,221,1,10,16,1,6.324324324324325,4450,304861,98,2,10,17,9,12.303030303030303,6789,190410,85,3,10,18,6,11.686046511627907,222
FIFA19,379362,5008765,1285,5,10,13,21,21.4199066874028,289498,1339627,795,6,10,14,22,22.17211055276382,3893019,15897689,3397,0,10,15,22,20.958210712183636,1352682,12415651,3576,1,10,16,18,19.47106513838412,45359,81113,99,2,10,17,23,22.77,6152263,7681313,3600,3,10,18,22,21.462371563454596,1485
오늘의_백민,7277,289,5,5,10,13,23,15.333333333333334,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,2132,667,4,2,10,17,4,3.6,0,0,0,0,0,0,0,0.0,0
VIRGO,194034,396791,199,5,10,13,23,22.885,167243,4513863,285,6,10,14,23,22.55944055944056,125568,3234517,198,0,10,15,23,22.884422110552762,34074,2158205,85,1,10,16,23,22.732558139534884,990447,11013569,1599,2,10,17,22,20.36875,57737,70773,93,3,10,18,23,22.75531914893617,66
Feathery,2420,26988,21,5,10,13,14,12.954545454545455,1026,2636,6,6,10,14,20,13.428571428571429,338,7332,4,0,10,15,0,12.0,532,29211,29,1,10,16,21,15.533333333333333,145,29857,22,2,10,17,5,13.826086956521738,429,27605,13,3,10,18,0,8.285714285714286,3
GrandTheftAutoV,323,62700,180,5,10,13,1,12.237569060773481,127,34483,87,6,10,14,19,19.522727272727273,543,139360,198,0,10,15,17,12.78894472361809,1255,215277,151,1,10,16,8,12.039473684210526,492,57894,149,2,10,17,19,12.453333333333333,847,200277,180,3,10,18,3,12.342541436464089,99
真田丸,48753,445192,265,5,10,13,23,11.650375939849624,143477,667854,599,6,10,14,11,11.235,48504,209623,221,0,10,15,10,10.445945945945946,14655,83262,98,1,10,16,13,11.181818181818182,13836,258788,236,2,10,17,12,10.476793248945148,19008,198202,257,3,10,18,23,13.279069767441861,206
FLYINGSQUIRRELS,9,37739,4,5,10,13,0,11.0,3,1042,1,6,10,14,0,4.5,0,0,0,0,0,0,0,0.0,0,127,2,1,10,16,14,9.333333333333334,2,1301,5,2,10,17,19,16.0,0,155,1,3,10,18,0,0.0,2
WorldwideHandsome,3792935,1268694,1794,5,10,13,23,22.51142061281337,39618,6046,23,6,10,14,23,22.041666666666668,453213,279857,499,0,10,15,23,21.402,11899566,4724519,6000,1,10,16,23,22.15314114314281,7821491,8295189,5697,2,10,17,20,21.342049842049843,1386208,831992,799,3,10,18,23,22.2825,3071
pubg,10763,25168,87,5,10,13,23,22.738636363636363,65270,217306,196,6,10,14,23,22.883248730964468,62618,509997,298,0,10,15,23,22.809364548494983,28932,102130,94,1,10,16,23,22.757894736842104,89140,184102,191,2,10,17,23,22.880208333333332,25952,109972,91,3,10,18,23,22.75,93
Kanye,7706992,19361971,4198,5,10,13,15,18.210288163848535,555387,2964517,394,6,10,14,21,21.863291139240506,1570822,15605299,2109,0,10,15,17,12.195260663507108,319803,3810745,500,1,10,16,23,21.079840319361278,859931,8730231,1494,2,10,17,13,12.402675585284282,418890,7065303,761,3,10,18,3,10.828083989501312,197
njdevils,97220,4760024,607,5,10,13,16,15.179276315789474,1220971,20816243,3431,6,10,14,19,17.92132867132867,469084,8452421,1142,0,10,15,1,10.090988626421698,112950,14404194,1533,1,10,16,23,17.52346805736636,927266,16952513,3828,2,10,17,1,6.533298511360669,104115,19928106,1444,3,10,18,23,16.86089965397924,198
boosette,35062,12531,42,5,10,13,22,20.88372093023256,13319,16436,32,6,10,14,22,21.757575757575758,38824,25386,43,0,10,15,17,18.954545454545453,8010,2092,14,1,10,16,22,20.6,5939,27701,37,2,10,17,22,21.31578947368421,64071,23504,67,3,10,18,22,21.602941176470587,77
ครอบครัวของบาส,64269,87320,458,5,10,13,23,12.466230936819173,115404,81059,487,6,10,14,23,20.94877049180328,45156,14657,193,0,10,15,14,16.149484536082475,96209,102591,641,1,10,16,8,9.947040498442368,36729,43396,300,2,10,17,15,16.219269102990033,132393,130563,897,3,10,18,15,9.985523385300668,89
LYTourLondon_D2,90508,63489,204,5,10,13,16,11.93170731707317,53256,33668,134,6,10,14,22,12.02962962962963,6829,1224,15,0,10,15,1,5.125,7995,196,20,1,10,16,23,19.095238095238095,2709,5932,6,2,10,17,16,9.571428571428571,9,265,1,3,10,18,0,5.5,2
Epiphany,84189490,10071703,11396,5,10,13,23,22.044309906115643,98734916,2654530,4600,6,10,14,21,21.72353836122582,324432105,8497200,17572,0,10,15,1,8.074830706197007,2938939,169567,400,1,10,16,23,22.68079800498753,57706469,9703151,10598,2,10,17,23,21.381639777337483,32937833,2150957,3497,3,10,18,18,20.07175528873642,3495
MarilynMonroe,6619,906329,95,5,10,13,19,19.96875,6719,1262508,188,6,10,14,19,13.756613756613756,2259,747424,100,0,10,15,20,18.247524752475247,1653,1468544,175,1,10,16,18,13.164772727272727,5382,371733,99,2,10,17,21,20.65,9723,2924640,283,3,10,18,13,11.380281690140846,195
dog,124873,2864992,691,5,10,13,23,22.42630057803468,11955,312652,98,6,10,14,23,22.767676767676768,3421,251895,89,0,10,15,23,22.744444444444444,3090,348400,89,1,10,16,23,22.744444444444444,4250,1660328,194,2,10,17,23,22.882051282051282,6099,523682,89,3,10,18,23,22.744444444444444,94
2018AAA,45469,43342,75,5,10,13,14,12.736842105263158,22461,29673,54,6,10,14,15,9.636363636363637,24744,71802,97,0,10,15,23,13.908163265306122,516502,2987790,1135,1,10,16,5,8.241197183098592,548814,3542831,2530,2,10,17,2,8.240616357171078,63547,1175763,940,3,10,18,1,9.486716259298618,745
micdrop,69300,83106,70,5,10,13,22,21.887323943661972,160396,225343,74,6,10,14,23,21.48,436402,582288,96,0,10,15,22,21.072164948453608,428784,1252707,295,1,10,16,14,14.483108108108109,632855,1140343,899,2,10,17,8,10.195555555555556,242701,522342,194,3,10,18,13,13.912820512820513,395
天気b,18,8272,62,5,10,13,3,3.2857142857142856,0,8665,65,6,10,14,3,2.9545454545454546,0,3856,28,0,10,15,3,2.896551724137931,0,2523,24,1,10,16,3,2.88,1,4080,31,2,10,17,3,3.03125,4,1768,18,3,10,18,3,2.9473684210526314,32
lovelive,80899,161743,94,5,10,13,23,22.757894736842104,127549,93697,89,6,10,14,23,22.744444444444444,2182829,665884,793,0,10,15,22,21.937027707808564,110316,74040,96,1,10,16,23,22.762886597938145,995284,413191,393,2,10,17,23,22.48477157360406,81364,59486,97,3,10,18,23,22.76530612244898,98
大森靖子,446,41552,41,5,10,13,13,11.571428571428571,184,50424,54,6,10,14,22,13.963636363636363,32,13521,21,0,10,15,0,5.045454545454546,32,4243,9,1,10,16,0,9.5,0,11880,5,2,10,17,14,11.0,2865,33293,62,3,10,18,2,7.603174603174603,19
songwriter,21988,14536917,1625,5,10,13,21,12.180811808118081,14844,17122455,1315,6,10,14,23,12.562310030395137,1084,1822992,299,0,10,15,21,21.253333333333334,12773,12880231,1300,1,10,16,18,13.134511913912375,1587,5883964,499,2,10,17,23,20.164,2041,2702443,498,3,10,18,19,19.975951903807616,1192
LINE交換,5,23035,83,5,10,13,23,22.726190476190474,106,16364,85,6,10,14,23,22.732558139534884,0,18458,72,0,10,15,23,22.684931506849313,1,28654,81,1,10,16,23,22.71951219512195,3,18380,79,2,10,17,23,22.7125,3,23395,89,3,10,18,23,22.744444444444444,91
CNCOWorldTourFresno,823,8714,26,5,10,13,18,11.333333333333334,167,7232,11,6,10,14,0,5.666666666666667,74,13,2,0,10,15,0,7.333333333333333,6,2365,1,1,10,16,0,11.5,74,587,1,2,10,17,0,10.0,0,0,0,0,0,0,0,0.0,0
wahm,85,1015860,29,5,10,13,21,20.966666666666665,10,378706,24,6,10,14,21,21.08,7,283797,69,0,10,15,22,21.9,296,2417141,437,1,10,16,13,14.422374429223744,356,1281651,90,2,10,17,18,19.64835164835165,66,1216207,73,3,10,18,21,19.594594594594593,99
ArtesanalesDeVerdad,63,45467,16,5,10,13,23,15.764705882352942,11,45718,6,6,10,14,7,12.571428571428571,5,2901,3,0,10,15,0,4.75,67,8513,11,1,10,16,21,15.25,9,3405,4,2,10,17,18,15.8,9,5241,5,3,10,18,16,12.166666666666666,13
ThalyDrive,2913,1324824,34,5,10,13,23,22.228571428571428,1934,206330,16,6,10,14,23,21.647058823529413,23701,856543,85,0,10,15,23,22.372093023255815,12941,1849514,69,1,10,16,22,22.1,7190,2154841,75,2,10,17,22,22.157894736842106,788,355220,12,3,10,18,23,21.0,40
NadaQueCelebrar,140001,2771164,1198,5,10,13,12,12.866555462885739,23584,527937,299,6,10,14,0,10.996666666666666,3929,116546,90,0,10,15,17,14.901098901098901,2242,169625,69,1,10,16,9,12.214285714285714,1365,14867,32,2,10,17,7,11.454545454545455,1237,6162,10,3,10,18,15,15.545454545454545,16
VotoEmCedulaDePapel,25214,119401,66,5,10,13,23,22.65671641791045,410022,1453697,693,6,10,14,23,22.04178674351585,871721,2174763,1273,0,10,15,14,17.957613814756673,62286,129847,98,1,10,16,23,22.767676767676768,243204,512797,399,2,10,17,23,22.0725,42120,420352,97,3,10,18,23,22.357142857142858,43
不思議の国のリラックマ,159943,616245,298,5,10,13,6,6.481605351170568,47780,302936,54,6,10,14,2,7.381818181818182,55623,20915,44,0,10,15,7,8.622222222222222,27133,5549,18,1,10,16,5,7.052631578947368,32398,6012,14,2,10,17,9,9.8,19837,136028,59,3,10,18,9,10.983333333333333,183
MoDaoZuShi,26063,23958,91,5,10,13,23,22.75,87221,74254,296,6,10,14,23,22.696969696969695,72225,69160,198,0,10,15,23,22.884422110552762,302206,330072,899,1,10,16,23,21.014444444444443,128500,87283,297,2,10,17,23,22.79194630872483,56335,67265,199,3,10,18,23,22.76,885
राजस्थान,5199,192999,89,5,10,13,14,15.277777777777779,1377,104721,37,6,10,14,18,16.263157894736842,3067,342579,72,0,10,15,16,14.876712328767123,9617,1918137,194,1,10,16,11,12.102564102564102,5623,592099,190,2,10,17,14,14.55497382198953,91,13996,24,3,10,18,18,17.28,182
仰天ニュース,214634,192437,285,5,10,13,14,11.104895104895105,85210,81227,135,6,10,14,0,9.286764705882353,0,0,0,0,0,0,0,0.0,57434,171260,446,1,10,16,0,7.668903803131991,9000,11318,63,2,10,17,13,12.125,13316,37428,78,3,10,18,3,7.936708860759493,149
국민,151624,365284,494,5,10,13,21,20.953535353535354,163883,489309,686,6,10,14,14,15.235807860262009,36458,76502,189,0,10,15,16,18.768421052631577,263786,597576,677,1,10,16,23,21.44395280235988,103090,231623,399,2,10,17,19,20.575,839921,1022438,1692,3,10,18,14,16.977554636739516,495
gbf,2229,24434,71,5,10,13,9,10.13888888888889,5427,56999,90,6,10,14,21,16.967032967032967,1195,21774,63,0,10,15,15,11.84375,5316,31809,80,1,10,16,8,9.777777777777779,775,43453,47,2,10,17,9,12.6875,303,10375,33,3,10,18,20,11.558823529411764,29
E6COD,248,60298,9,5,10,13,23,12.8,175,189372,15,6,10,14,15,6.9375,114,245415,15,0,10,15,17,9.875,171,1104,3,1,10,16,23,15.0,0,0,0,0,0,0,0,0.0,61,53479,3,3,10,18,2,2.5,2
岩手,5920,94036,84,5,10,13,23,20.51764705882353,844,78584,63,6,10,14,23,21.21875,16268,547180,396,0,10,15,11,13.224181360201511,781,88295,62,1,10,16,23,21.19047619047619,911,118468,79,2,10,17,22,21.425,589,138430,91,3,10,18,23,21.5,179
一人暮らし,145,71623,183,5,10,13,23,18.73913043478261,195,241546,503,6,10,14,5,11.125,187,387096,475,0,10,15,8,11.03781512605042,63,201926,505,1,10,16,7,11.365612648221344,5243,400288,535,2,10,17,13,11.572761194029852,1159,228480,439,3,10,18,15,11.45,499
mining,29074,2550537,693,5,10,13,16,18.456772334293948,1041,293203,91,6,10,14,23,22.282608695652176,2797,177724,98,0,10,15,23,22.343434343434343,5236,255782,99,1,10,16,23,22.31,6616,1394511,299,2,10,17,23,21.10333333333333,1373,308490,99,3,10,18,23,22.38,599
شركه_رش_مبيد_بالرياض,0,0,0,0,0,0,0,0.0,6657,438163,21,6,10,14,22,21.272727272727273,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,4004,128486,14,3,10,18,23,21.066666666666666,0
아재_해시그림,1326,11368,13,5,10,13,17,14.714285714285714,4862,12094,41,6,10,14,5,7.5,338,77,3,0,10,15,0,6.75,442,2474,5,1,10,16,2,6.5,0,0,0,0,0,0,0,0.0,780,6687,6,3,10,18,16,14.571428571428571,1
AgolfTwitler,0,0,0,0,0,0,0,0.0,0,1100,3,6,10,14,12,10.25,0,1548,2,0,10,15,0,11.0,2,12337,7,1,10,16,16,14.875,84,7675,9,2,10,17,14,11.6,58,22074,10,3,10,18,11,10.727272727272727,8
BIRDSTORY,16415,151125,137,5,10,13,0,10.420289855072463,9536,20264,64,6,10,14,0,3.8923076923076922,18820,114971,144,0,10,15,0,4.731034482758621,7952,113378,91,1,10,16,0,4.195652173913044,11427,76085,95,2,10,17,1,3.71875,135586,209681,318,3,10,18,1,5.266457680250784,89
namneungbnk48,175392,93921,595,5,10,13,23,20.315436241610737,0,0,0,0,0,0,0,0.0,61783,49911,299,0,10,15,23,22.29,113799,76732,690,1,10,16,18,19.713458755426917,313948,188079,1196,2,10,17,17,19.142857142857142,63850,105732,397,3,10,18,23,20.871859296482413,798
チンチラ,14404,179164,291,5,10,13,15,12.876712328767123,11760,94486,187,6,10,14,13,15.627659574468085,32591,63777,93,0,10,15,23,19.95744680851064,49671,153468,341,1,10,16,15,9.40643274853801,2633,44431,81,2,10,17,13,16.146341463414632,1607,38751,90,3,10,18,14,16.63736263736264,326
ファンタビレカペ行きたい,40181,60019,264,5,10,13,13,8.875471698113207,17044,21784,136,6,10,14,10,9.145985401459853,18454,54542,178,0,10,15,12,10.268156424581006,20923,59192,155,1,10,16,13,11.038461538461538,28049,40513,146,2,10,17,13,11.374149659863946,6733,102218,65,3,10,18,23,20.28787878787879,630
เคสไอโฟน,9678,104901,230,5,10,13,9,10.242424242424242,12914,202557,291,6,10,14,5,8.301369863013699,13379,165230,247,0,10,15,6,9.391129032258064,5672,457438,197,1,10,16,14,10.47979797979798,8359,60626,230,2,10,17,14,10.727272727272727,6329,65160,172,3,10,18,12,10.572254335260116,83
텐,98561,37501,97,5,10,13,23,22.306122448979593,536216,155049,371,6,10,14,23,20.524193548387096,65131,32439,94,0,10,15,23,21.978947368421053,412959,82530,196,1,10,16,23,22.0,82944,42183,96,2,10,17,23,22.54639175257732,509418,104521,299,3,10,18,23,21.79,298
美女,49,69995,37,5,10,13,23,22.394736842105264,77,86160,51,6,10,14,23,22.557692307692307,82,53050,32,0,10,15,23,22.303030303030305,82,55357,33,1,10,16,23,22.323529411764707,118,55603,38,2,10,17,23,22.41025641025641,55,57875,34,3,10,18,23,22.34285714285714,33
الفندم_عدنان_زريق,230,5530,10,5,10,13,0,8.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0
大泉洋,81199,128433,197,5,10,13,14,16.848484848484848,258826,621145,528,6,10,14,3,7.848771266540643,589711,674479,902,0,10,15,9,11.052048726467332,60312,447909,195,1,10,16,22,19.637755102040817,79952,463363,398,2,10,17,4,8.734335839598998,194788,2454287,646,3,10,18,3,11.918083462132921,94
PERSIBday,6258,323193,75,5,10,13,12,15.526315789473685,164179,8057907,960,6,10,14,23,19.449531737773153,15263,39788,93,0,10,15,23,21.43617021276596,3279,22226,90,1,10,16,17,18.32967032967033,4354,388086,90,2,10,17,14,17.65934065934066,2132,98082,55,3,10,18,16,17.160714285714285,1662
